soil_moisture_%,soil_pH,temperature_C,humidity_%,rainfall_mm,sunlight_hours,NDVI_index,water_stress_index,disease_pressure_score,ph_deviation,yield_per_day,days_since_sowing,pesticide_usage_ml,crop_type_enc,region_enc,irrigation_type_Drip,irrigation_type_Manual,irrigation_type_Sprinkler,fertilizer_type_Inorganic,fertilizer_type_Mixed,fertilizer_type_Organic,label,farm_id
38.29,6.33,30.13,43.05,106.88,6.32,0.73,18.593223000000002,71.88,0.17,20.15,76,35.92,1,2,False,False,True,False,True,False,Mild,FARM0174
16.05,7.47,34.44,46.31,252.12,6.54,0.34,28.91238,119.99,0.97,30.63,81,49.88,0,2,False,False,True,False,False,True,Severe,FARM0175
29.32,7.21,25.39,40.62,279.29,8.2,0.36,17.945652000000003,119.08,0.71,34.1,25,23.65,0,1,False,False,True,False,False,True,Moderate,FARM0176
40.73,6.03,28.1,63.65,193.01,5.03,0.33,16.654870000000003,104.44,0.47,18.74,113,32.82,1,1,False,False,True,False,False,True,Severe,FARM0177
10.71,7.13,21.06,64.58,120.09,8.18,0.35,18.804474,77.65,0.63,38.15,68,11.05,1,0,True,False,False,False,False,True,Severe,FARM0178
35.93,7.02,32.34,65.76,255.25,4.95,0.42,20.720238,127.13,0.52,28.45,7,27.81,0,3,False,True,False,False,True,False,Severe,FARM0179
25.98,7.34,29.09,81.18,118.49,7.03,0.4,21.532417999999996,89.84,0.84,29.57,121,6.38,4,3,True,False,False,False,True,False,Moderate,FARM0180
10.96,5.6,32.08,50.72,244.96,5.33,0.58,28.564031999999997,117.84,0.9,17.05,99,14.3,1,2,False,False,True,False,True,False,Mild,FARM0181
38.03,5.95,27.17,75.64,285.75,8.26,0.54,16.837249,136.36,0.55,27.1,38,45.3,3,3,False,True,False,True,False,False,Severe,FARM0182
44.98,7.43,31.79,69.69,190.36,5.7,0.69,17.490858,108.83,0.93,49.51,33,7.87,3,2,True,False,False,True,False,False,Mild,FARM0183
36.79,7.3,31.11,70.0,250.59,7.96,0.72,19.664631,126.51,0.8,53.09,51,6.15,3,3,False,False,True,False,True,False,Mild,FARM0184
34.02,6.78,24.51,57.92,285.17,5.8,0.76,16.171698,127.1,0.28,40.45,94,44.44,2,0,False,False,True,False,True,False,Mild,FARM0185
17.78,5.95,32.43,84.34,155.12,6.23,0.37,26.663946,104.59,0.55,31.29,18,43.3,4,0,False,True,False,True,False,False,Severe,FARM0186
24.46,7.24,18.02,57.13,298.09,9.92,0.68,13.612307999999999,125.79,0.74,16.71,85,19.24,1,1,False,False,True,False,False,True,Severe,FARM0187
17.33,7.05,26.53,79.26,89.61,8.68,0.74,21.932351000000004,78.48,0.55,50.1,49,24.52,1,4,False,False,True,False,True,False,Severe,FARM0188
16.67,6.85,27.53,74.68,112.21,6.07,0.74,22.940749,84.18,0.35,22.61,5,22.26,3,0,False,False,True,False,False,True,Moderate,FARM0189
22.0,7.3,22.19,87.4,97.11,9.51,0.73,17.308200000000003,80.74,0.8,47.93,75,15.28,2,4,False,False,True,False,False,True,Severe,FARM0190
36.99,6.75,26.88,45.41,61.99,9.02,0.71,16.937088,56.92,0.25,43.19,60,10.21,1,4,True,False,False,False,True,False,Severe,FARM0191
33.16,6.82,20.4,46.86,201.41,8.98,0.46,13.63536,94.47,0.32,52.98,63,37.34,0,0,True,False,False,False,True,False,Mild,FARM0192
20.34,5.58,24.93,86.66,101.92,5.98,0.35,19.859237999999998,83.94,0.92,37.11,19,35.22,0,0,True,False,False,False,False,True,Severe,FARM0193
25.99,7.45,20.28,80.66,62.52,9.24,0.69,15.009228000000002,66.23,0.95,17.98,11,41.07,2,0,False,True,False,True,False,False,Moderate,FARM0194
43.43,6.04,29.66,57.14,143.16,4.68,0.37,16.778662,88.05,0.46,27.17,107,17.23,0,0,False,False,True,True,False,False,Severe,FARM0195
24.56,6.68,31.05,49.06,219.6,6.28,0.83,23.42412,108.79,0.18,43.34,33,6.3,4,3,False,True,False,False,True,False,Severe,FARM0196
19.16,6.13,29.09,78.38,219.48,7.46,0.59,23.516356000000002,119.01,0.37,35.84,24,44.29,4,2,False,False,True,False,True,False,Severe,FARM0197
41.22,6.73,15.23,65.28,283.59,6.82,0.69,8.952194,122.61,0.23,31.65,35,8.37,3,3,False,False,True,False,False,True,Severe,FARM0198
26.07,7.1,23.96,62.35,264.15,4.71,0.66,17.713628000000003,122.15,0.6,18.48,70,34.4,4,3,False,False,True,False,True,False,Moderate,FARM0199
17.24,6.84,34.01,42.71,140.84,5.34,0.76,28.146676000000003,84.84,0.34,40.56,46,30.21,3,1,False,False,True,True,False,False,Mild,FARM0200
22.43,6.77,31.0,58.69,186.92,4.64,0.86,24.046699999999998,102.8,0.27,26.74,65,11.32,1,2,False,False,True,True,False,False,Severe,FARM0201
38.86,5.88,21.76,42.33,239.29,7.8,0.86,13.304064,105.04,0.62,59.75,0,25.58,0,3,True,False,False,True,False,False,Severe,FARM0202
34.21,5.85,31.3,72.88,75.89,7.64,0.88,20.59227,75.39,0.65,32.23,63,44.66,2,1,False,True,False,False,True,False,Severe,FARM0203
24.45,6.9,29.97,75.07,124.73,9.16,0.87,22.642335,89.92,0.4,25.42,33,14.44,2,3,False,False,True,False,False,True,Moderate,FARM0204
29.68,6.67,33.85,73.71,227.53,9.36,0.75,23.80332,123.13,0.17,38.72,6,41.37,1,2,False,True,False,True,False,False,Mild,FARM0205
15.12,5.62,30.69,67.06,101.0,6.15,0.61,26.049672,80.14,0.88,43.67,95,32.72,1,0,False,False,True,False,False,True,Moderate,FARM0206
23.56,7.41,34.52,67.61,128.16,4.08,0.65,26.387088000000002,91.38,0.91,54.29,90,32.93,0,2,False,True,False,False,False,True,Mild,FARM0207
25.71,7.47,16.49,76.75,290.62,4.72,0.86,12.250420999999996,130.25,0.97,43.36,32,17.56,1,3,True,False,False,True,False,False,Severe,FARM0208
30.89,7.05,27.51,55.06,260.78,8.74,0.55,19.012161000000003,120.89,0.55,56.04,66,40.28,1,3,False,True,False,False,False,True,Severe,FARM0209
17.74,5.93,21.64,50.92,140.2,8.52,0.85,17.801064,78.66,0.57,48.2,57,42.07,1,2,False,False,True,False,True,False,Mild,FARM0210
23.35,7.09,17.27,76.2,114.15,4.15,0.87,13.237455,77.68,0.59,34.63,83,41.13,1,2,False,True,False,False,True,False,Mild,FARM0211
10.26,5.63,28.41,83.25,243.4,6.55,0.58,25.495133999999997,127.63,0.87,26.91,18,29.2,3,1,True,False,False,False,False,True,Moderate,FARM0212
12.56,5.86,20.04,81.08,67.61,9.47,0.73,17.522976,67.74,0.64,18.8,86,25.3,4,2,False,False,True,True,False,False,Severe,FARM0213
34.53,5.65,33.56,79.34,76.53,5.81,0.38,21.971732000000003,79.87,0.85,45.99,3,39.44,4,1,True,False,False,True,False,False,Severe,FARM0214
43.6,5.79,28.55,79.75,278.54,8.38,0.87,16.1022,136.87,0.71,22.34,73,29.91,1,1,False,True,False,False,False,True,Moderate,FARM0215
17.41,7.31,32.03,49.2,85.61,7.7,0.63,26.453577,69.39,0.81,42.93,108,10.16,1,3,False,True,False,False,False,True,Severe,FARM0216
18.77,5.89,26.61,57.86,287.88,8.03,0.65,21.615302999999997,129.47,0.61,35.85,42,17.83,4,0,False,False,True,False,False,True,Moderate,FARM0217
15.9,6.13,30.71,72.04,228.05,5.66,0.41,25.827109999999998,120.26,0.37,31.78,99,35.58,0,0,False,True,False,False,False,True,Severe,FARM0218
41.2,5.89,29.67,76.37,206.65,9.35,0.58,17.44596,114.8,0.61,14.5,66,31.05,2,0,True,False,False,False,True,False,Mild,FARM0219
17.82,7.04,29.66,63.24,122.75,7.06,0.4,24.374588000000003,84.37,0.54,40.67,42,27.6,0,0,False,False,True,True,False,False,Mild,FARM0220
11.41,7.02,19.63,51.7,116.09,8.01,0.68,17.390217,70.23,0.52,64.37,41,26.14,1,4,False,True,False,True,False,False,Moderate,FARM0221
29.05,5.85,28.07,72.67,141.32,9.01,0.83,19.915665,92.52,0.65,29.67,111,48.77,3,0,False,True,False,True,False,False,Severe,FARM0222
25.4,5.96,25.29,47.51,120.2,4.94,0.69,18.866339999999997,74.03,0.54,40.47,61,15.37,2,1,True,False,False,False,True,False,Severe,FARM0223
11.51,6.65,18.22,41.96,207.39,7.43,0.74,16.122878,92.67,0.15,38.24,72,16.62,2,2,True,False,False,False,False,True,Moderate,FARM0224
25.72,7.49,32.35,81.52,92.64,7.61,0.53,24.02958,84.66,0.99,34.87,116,34.68,2,2,False,False,True,False,True,False,Mild,FARM0225
17.08,7.22,25.09,47.48,154.95,4.58,0.62,20.804628,84.29,0.72,17.9,123,31.99,4,2,False,False,True,False,True,False,Severe,FARM0226
24.72,7.25,28.95,86.92,157.24,6.89,0.76,21.79356,103.65,0.75,33.47,25,31.51,3,4,False,False,True,True,False,False,Severe,FARM0227
40.69,6.32,18.78,79.47,227.29,7.47,0.69,11.138418000000001,114.06,0.18,38.93,104,5.32,3,0,True,False,False,False,True,False,Moderate,FARM0228
24.82,6.23,20.51,77.75,220.15,6.48,0.74,15.419418000000002,112.53,0.27,56.17,73,21.66,3,0,False,False,True,False,False,True,Severe,FARM0229
37.41,7.4,17.01,79.3,177.09,8.81,0.35,10.646559000000002,97.6,0.9,16.77,37,22.51,0,3,True,False,False,False,False,True,Moderate,FARM0230
12.8,5.58,22.69,70.7,296.11,7.13,0.77,19.785680000000003,134.13,0.92,52.96,102,33.81,1,3,True,False,False,False,False,True,Mild,FARM0231
33.59,6.22,28.1,44.34,293.91,5.66,0.63,18.66121,126.98,0.28,39.91,94,35.13,2,1,False,False,True,True,False,False,Moderate,FARM0232
17.92,7.43,24.1,40.23,150.99,5.05,0.79,19.781280000000002,79.46,0.93,16.45,131,8.26,1,0,True,False,False,False,True,False,Moderate,FARM0233
29.71,7.04,30.15,62.94,290.31,6.76,0.49,21.192434999999996,134.88,0.54,39.65,56,10.23,0,4,True,False,False,True,False,False,Moderate,FARM0234
10.34,7.16,19.97,73.68,73.25,8.93,0.71,17.905102,66.42,0.66,25.66,73,46.91,3,1,True,False,False,False,True,False,Mild,FARM0235
18.22,5.98,20.31,81.75,107.3,9.02,0.62,16.609517999999998,80.12,0.52,43.78,126,40.05,2,4,False,True,False,False,False,True,Severe,FARM0236
31.72,6.48,34.71,83.44,274.25,6.94,0.6,23.699988000000005,141.68,0.02,44.12,54,14.99,1,4,False,True,False,True,False,False,Severe,FARM0237
44.18,6.9,24.2,40.59,222.3,5.26,0.52,13.50844,101.08,0.4,24.41,34,21.27,0,3,True,False,False,True,False,False,Severe,FARM0238
24.67,7.0,22.3,62.54,150.15,7.43,0.39,16.79859,86.79,0.5,46.37,25,37.44,2,4,False,False,True,False,False,True,Severe,FARM0239
27.49,7.49,31.99,76.03,179.25,8.71,0.59,23.195949,108.18,0.99,20.83,20,30.3,0,3,False,True,False,True,False,False,Severe,FARM0240
19.09,6.22,26.15,57.21,252.5,6.47,0.51,21.157965,118.25,0.28,36.5,68,48.34,1,4,False,True,False,False,True,False,Severe,FARM0241
23.34,6.07,27.63,48.38,86.21,8.85,0.49,21.181158,65.94,0.43,39.09,20,33.41,4,4,False,True,False,True,False,False,Moderate,FARM0242
32.56,6.04,23.9,58.16,265.7,7.52,0.35,16.11816,120.9,0.46,21.61,64,12.53,3,0,False,False,True,True,False,False,Mild,FARM0243
13.34,7.37,24.46,78.55,63.46,7.14,0.47,21.197035999999997,68.8,0.87,43.71,99,16.81,4,4,True,False,False,False,False,True,Mild,FARM0244
39.35,5.56,28.27,56.26,265.09,6.86,0.64,17.145754999999998,123.23,0.94,43.2,58,25.02,3,3,False,True,False,False,True,False,Moderate,FARM0245
28.89,7.11,23.84,52.99,141.45,5.82,0.75,16.952624,81.51,0.61,35.9,1,41.69,0,0,True,False,False,False,True,False,Moderate,FARM0246
37.93,6.69,30.94,49.43,187.05,9.29,0.68,19.204458000000002,99.09,0.19,27.17,96,16.25,0,2,False,False,True,True,False,False,Moderate,FARM0247
38.31,6.33,32.07,54.48,95.6,7.82,0.88,19.783983,74.52,0.17,18.89,6,36.52,3,0,False,False,True,True,False,False,Moderate,FARM0248
35.03,6.95,19.66,64.68,87.67,6.05,0.33,12.773102,66.92,0.45,15.19,20,49.91,2,0,False,True,False,True,False,False,Severe,FARM0249
26.46,5.88,31.83,81.41,254.31,4.73,0.61,23.407781999999997,132.73,0.62,43.64,50,39.71,3,2,False,False,True,True,False,False,Mild,FARM0250
33.85,6.12,21.46,42.11,207.29,9.62,0.44,14.195790000000002,95.13,0.38,49.12,110,26.66,0,4,True,False,False,True,False,False,Severe,FARM0251
15.86,6.05,17.39,40.45,247.29,4.25,0.86,14.631946000000001,103.41,0.45,31.53,63,31.83,4,0,False,False,True,False,True,False,Severe,FARM0252
32.56,6.9,30.83,51.63,81.46,9.89,0.72,20.791751999999995,68.21,0.4,30.11,17,37.99,1,2,False,True,False,True,False,False,Moderate,FARM0253
16.64,5.87,21.95,53.77,233.1,8.99,0.6,18.29752,107.9,0.63,21.5,93,28.9,0,1,False,False,True,False,False,True,Mild,FARM0254
39.99,7.05,19.78,72.91,230.25,7.23,0.37,11.869978000000001,113.07,0.55,20.93,36,28.58,3,2,False,False,True,False,False,True,Severe,FARM0255
16.25,5.56,17.14,41.59,97.9,7.85,0.31,14.354750000000001,58.86,0.94,23.81,93,27.05,2,2,False,False,True,False,True,False,Mild,FARM0256
26.38,6.78,22.22,84.52,235.87,8.93,0.36,16.358363999999998,121.23,0.28,56.79,9,16.96,4,4,True,False,False,False,True,False,Mild,FARM0257
16.63,6.55,19.98,48.94,206.33,8.5,0.4,16.657326,96.46,0.05,41.95,89,9.75,0,1,False,False,True,False,True,False,Mild,FARM0258
27.66,6.82,25.68,86.68,199.98,9.41,0.76,18.576912,113.93,0.32,34.53,61,23.56,0,1,False,True,False,True,False,False,Moderate,FARM0259
25.66,6.29,29.53,69.79,295.74,7.11,0.64,21.952602000000002,138.79,0.21,22.64,70,18.52,0,0,False,True,False,False,False,True,Mild,FARM0260
26.11,5.81,20.3,52.49,272.41,5.54,0.8,14.999670000000002,117.94,0.69,16.98,83,30.67,4,2,False,True,False,False,False,True,Severe,FARM0261
11.31,7.12,22.63,86.09,245.03,6.01,0.33,20.070546999999998,124.92,0.62,20.91,2,46.86,1,1,False,False,True,True,False,False,Severe,FARM0262
29.77,6.15,28.96,73.68,88.3,9.98,0.59,20.338608,77.68,0.35,27.0,50,30.89,3,0,False,False,True,False,True,False,Severe,FARM0263
19.19,6.3,23.69,78.1,224.47,6.89,0.46,19.143889,116.35,0.2,35.71,94,22.79,0,1,False,False,True,True,False,False,Severe,FARM0264
13.14,6.84,23.47,56.04,137.08,7.56,0.85,20.386042,81.14,0.34,41.98,113,12.62,3,0,True,False,False,True,False,False,Mild,FARM0265
15.46,6.96,16.72,52.15,234.9,7.73,0.62,14.135087999999998,103.87,0.46,33.2,60,5.62,1,3,False,False,True,True,False,False,Mild,FARM0266
36.26,6.6,27.46,74.75,298.08,8.01,0.46,17.503004,139.92,0.1,25.3,36,45.77,3,1,False,False,True,False,True,False,Severe,FARM0267
23.6,6.04,32.04,83.21,215.03,4.11,0.41,24.47856,121.82,0.46,58.49,62,49.09,4,2,False,False,True,False,False,True,Severe,FARM0268
11.39,7.34,21.1,77.22,172.48,4.11,0.9,18.69671,98.46,0.84,49.04,80,33.14,4,1,False,True,False,True,False,False,Severe,FARM0269
17.9,6.18,22.86,76.49,84.32,7.12,0.69,18.76806,73.04,0.32,51.73,42,15.82,1,1,False,False,True,True,False,False,Mild,FARM0270
34.1,7.3,33.19,85.45,157.52,8.62,0.83,21.87221,106.33,0.8,28.21,18,8.05,1,3,False,False,True,True,False,False,Severe,FARM0271
25.51,7.37,32.88,53.69,283.31,8.67,0.71,24.492312000000002,131.13,0.87,41.33,78,13.31,1,4,True,False,False,False,False,True,Moderate,FARM0272
14.69,7.19,24.38,49.2,212.39,6.32,0.43,20.798578,101.68,0.69,43.6,1,12.37,0,2,False,False,True,False,False,True,Mild,FARM0273
16.2,7.41,23.79,74.39,204.26,9.2,0.64,19.93602,108.88,0.91,38.67,80,23.22,4,3,False,False,True,True,False,False,Severe,FARM0274
25.81,7.15,15.85,65.94,298.96,6.37,0.47,11.759115,127.95,0.65,31.03,50,22.43,4,1,True,False,False,False,True,False,Mild,FARM0275
31.46,5.61,25.34,81.49,85.56,6.71,0.65,17.368035999999996,77.27,0.89,36.45,41,40.04,1,4,True,False,False,False,False,True,Mild,FARM0276
18.75,6.88,33.14,75.92,249.12,4.74,0.87,26.92625,129.96,0.38,39.26,93,25.22,4,4,True,False,False,False,True,False,Severe,FARM0277
11.54,5.84,21.7,83.13,267.83,4.97,0.41,19.19582,129.88,0.66,29.71,98,39.61,0,1,False,False,True,False,False,True,Mild,FARM0278
31.79,6.01,24.17,67.18,263.85,4.03,0.83,16.486357,124.15,0.49,30.59,10,14.76,4,3,False,False,True,False,False,True,Moderate,FARM0279
38.7,5.92,18.7,57.45,63.77,4.87,0.4,11.463099999999999,56.14,0.58,51.19,6,31.01,3,1,True,False,False,False,True,False,Moderate,FARM0280
30.03,6.62,34.33,58.01,237.33,4.22,0.37,24.020701,120.15,0.12,53.55,70,21.59,3,1,False,True,False,True,False,False,Moderate,FARM0281
24.48,5.92,19.18,68.57,64.55,9.88,0.67,14.484735999999998,61.18,0.58,23.32,81,37.58,3,0,True,False,False,True,False,False,Mild,FARM0282
27.37,6.96,24.95,84.18,252.0,5.4,0.55,18.121184999999997,127.98,0.46,39.9,53,5.07,3,1,False,True,False,False,False,True,Moderate,FARM0283
38.21,5.92,27.81,52.72,222.5,4.41,0.32,17.183799,108.7,0.58,25.06,101,29.75,3,0,False,True,False,False,True,False,Mild,FARM0284
39.18,7.34,24.58,41.78,168.63,4.81,0.61,14.949556,85.74,0.84,43.16,52,25.73,1,3,False,False,True,False,True,False,Moderate,FARM0285
10.66,6.65,21.63,79.79,279.05,4.4,0.66,19.324241999999998,131.85,0.15,31.82,42,42.83,3,1,False,False,True,True,False,False,Moderate,FARM0286
19.5,5.67,32.54,81.47,142.9,5.82,0.84,26.194699999999997,99.86,0.83,55.43,56,10.05,4,0,False,True,False,False,False,True,Mild,FARM0287
42.33,6.96,25.47,47.16,243.88,9.23,0.71,14.688549,111.13,0.46,40.44,29,37.61,1,3,False,False,True,False,False,True,Severe,FARM0288
41.12,5.71,30.32,41.12,236.39,8.55,0.39,17.852416,110.1,0.79,26.42,56,14.02,0,0,False,False,True,True,False,False,Severe,FARM0289
29.59,5.7,25.85,53.55,187.34,9.66,0.84,18.200985,97.01,0.8,43.17,113,16.02,3,2,False,True,False,False,True,False,Severe,FARM0290
11.88,6.35,18.58,69.64,199.03,9.02,0.85,16.372695999999998,101.5,0.15,47.56,85,21.0,0,2,False,False,True,False,True,False,Severe,FARM0291
13.25,7.1,28.97,55.52,74.32,7.87,0.72,25.131475000000002,66.23,0.6,38.5,66,15.43,2,1,False,False,True,True,False,False,Moderate,FARM0292
27.06,5.63,17.26,82.29,169.66,5.69,0.34,12.589444,96.76,0.87,45.83,101,30.86,0,0,False,True,False,False,True,False,Moderate,FARM0293
24.03,6.33,27.42,88.69,186.99,6.3,0.7,20.830974,112.14,0.17,42.29,87,41.63,0,1,False,True,False,False,False,True,Severe,FARM0294
14.0,6.69,21.51,62.26,74.41,5.85,0.34,18.4986,63.36,0.19,39.73,97,31.92,0,1,False,False,True,False,False,True,Mild,FARM0295
41.61,6.77,15.0,47.46,86.68,7.19,0.48,8.7585,56.24,0.27,41.43,76,31.01,3,3,False,False,True,False,True,False,Severe,FARM0296
30.4,6.72,25.21,82.63,261.91,4.37,0.54,17.54616,130.53,0.22,21.58,7,36.65,4,0,True,False,False,False,False,True,Moderate,FARM0297
23.35,6.59,28.25,49.41,168.72,6.31,0.59,21.653625,91.57,0.09,20.88,82,11.94,0,4,False,True,False,True,False,False,Severe,FARM0298
14.8,7.11,32.2,74.77,273.4,9.58,0.65,27.434400000000004,136.08,0.61,29.99,28,27.92,4,3,False,False,True,True,False,False,Mild,FARM0299
24.38,6.59,22.34,68.41,294.56,8.23,0.77,16.893508,132.49,0.09,49.7,67,26.67,1,1,True,False,False,False,True,False,Severe,FARM0300
28.32,6.72,19.9,73.19,207.67,8.01,0.74,14.26432,106.5,0.22,14.7,116,7.37,4,1,False,True,False,False,True,False,Severe,FARM0301
20.12,5.57,33.46,76.35,237.36,7.38,0.47,26.727847999999998,126.84,0.93,49.73,37,26.29,1,0,True,False,False,False,True,False,Severe,FARM0302
12.69,7.07,20.04,53.76,203.95,5.54,0.72,17.496924,97.72,0.57,46.83,47,12.86,3,3,True,False,False,False,True,False,Severe,FARM0303
40.17,6.19,16.69,86.7,86.27,4.92,0.51,9.985627000000001,73.08,0.31,41.56,21,39.67,3,3,False,False,True,True,False,False,Moderate,FARM0304
15.87,6.3,21.03,77.62,236.54,7.2,0.57,17.692539,117.78,0.2,41.63,55,36.75,4,2,False,False,True,False,True,False,Moderate,FARM0305
13.41,6.56,22.08,70.52,261.06,7.91,0.74,19.119072,123.09,0.06,33.1,118,17.16,4,1,False,True,False,True,False,False,Mild,FARM0306
33.72,7.49,21.27,40.42,52.64,4.41,0.67,14.097755999999999,47.91,0.99,25.69,36,28.64,1,1,False,False,True,False,False,True,Severe,FARM0307
43.27,6.78,29.16,82.82,79.99,4.78,0.47,16.542468,79.0,0.28,39.01,9,36.3,2,1,False,False,True,False,False,True,Severe,FARM0308
15.67,5.65,30.54,56.63,145.7,4.36,0.56,25.754382,89.27,0.85,27.68,125,24.83,1,0,False,True,False,False,False,True,Severe,FARM0309
13.62,5.65,26.43,62.29,112.65,9.38,0.3,22.830234,78.53,0.85,26.89,89,33.82,1,4,False,False,True,False,True,False,Severe,FARM0310
24.14,6.96,31.25,51.29,67.52,6.31,0.35,23.70625,64.21,0.46,24.15,14,30.53,0,4,False,False,True,False,False,True,Moderate,FARM0311
36.62,6.08,19.06,88.38,188.62,7.96,0.41,12.080228,106.23,0.42,25.65,21,22.55,0,2,False,True,False,False,True,False,Severe,FARM0312
35.19,6.69,24.78,67.03,65.75,5.85,0.7,16.059918000000003,65.12,0.19,34.89,103,6.67,4,3,False,False,True,False,False,True,Severe,FARM0313
35.94,5.97,16.44,64.44,233.86,4.11,0.67,10.531464000000001,108.26,0.53,44.86,39,36.56,2,1,True,False,False,False,False,True,Severe,FARM0314
27.4,7.1,19.41,61.31,251.11,8.87,0.33,14.09166,114.41,0.6,20.56,107,10.44,4,2,False,False,True,True,False,False,Mild,FARM0315
14.23,5.78,23.3,67.67,224.07,6.63,0.3,19.98441,111.76,0.72,44.83,2,9.5,4,0,True,False,False,False,False,True,Severe,FARM0316
24.57,7.11,30.45,50.31,223.09,7.84,0.35,22.968435,109.89,0.61,16.05,46,15.77,1,1,False,False,True,True,False,False,Moderate,FARM0317
10.16,5.97,17.35,44.78,182.55,6.17,0.88,15.587240000000001,85.69,0.53,20.68,14,39.66,0,0,False,False,True,True,False,False,Severe,FARM0318
15.59,7.35,16.08,50.48,141.05,5.51,0.84,13.573127999999997,74.57,0.85,26.06,3,9.7,2,4,False,False,True,False,False,True,Severe,FARM0319
21.41,5.9,28.54,78.95,131.42,5.96,0.56,22.429586,92.41,0.6,19.61,120,38.2,3,1,True,False,False,False,False,True,Mild,FARM0320
16.23,6.25,24.15,57.93,98.54,5.62,0.51,20.230454999999996,70.85,0.25,23.79,59,6.44,0,1,False,True,False,False,False,True,Moderate,FARM0321
37.63,6.78,27.23,88.51,92.48,9.13,0.74,16.983351,83.57,0.28,42.39,59,43.56,2,1,True,False,False,True,False,False,Mild,FARM0322
25.2,5.94,33.55,85.69,286.56,9.39,0.78,25.095399999999994,145.41,0.56,28.9,108,6.8,1,3,False,False,True,False,False,True,Severe,FARM0323
18.42,6.62,15.25,87.5,232.95,4.8,0.75,12.44095,116.32,0.12,38.97,20,34.14,0,4,False,True,False,False,False,True,Severe,FARM0324
37.01,7.25,23.11,58.52,247.46,6.79,0.67,14.556989000000002,114.98,0.75,17.32,54,8.18,0,4,True,False,False,False,True,False,Mild,FARM0325
40.83,6.97,16.1,73.73,286.33,9.33,0.73,9.52637,127.47,0.47,30.67,82,21.45,3,2,True,False,False,True,False,False,Mild,FARM0326
18.35,5.73,24.57,69.01,284.79,9.75,0.51,20.061405,131.47,0.77,20.88,108,39.24,1,3,False,False,True,False,True,False,Severe,FARM0327
39.03,6.44,25.64,84.97,256.34,6.71,0.47,15.632708000000001,130.12,0.06,37.66,22,47.54,3,1,False,True,False,False,True,False,Severe,FARM0328
19.66,6.89,24.93,66.03,268.75,7.76,0.41,20.028762,125.73,0.39,28.22,56,48.63,2,2,False,True,False,True,False,False,Severe,FARM0329
32.56,6.32,21.86,56.32,211.51,7.56,0.47,14.742384,102.38,0.18,24.65,33,18.68,3,3,False,False,True,True,False,False,Severe,FARM0330
19.95,7.41,27.37,66.77,90.2,5.09,0.38,21.909685,74.3,0.91,26.72,14,36.18,1,3,False,False,True,False,True,False,Moderate,FARM0331
17.18,6.91,28.31,47.4,294.51,6.69,0.39,23.446341999999994,128.55,0.41,26.83,37,18.57,2,0,False,False,True,False,True,False,Moderate,FARM0332
41.36,7.44,30.08,73.34,298.52,8.8,0.67,17.638912,141.45,0.94,14.7,141,36.01,0,0,False,False,True,True,False,False,Mild,FARM0333
13.24,5.61,27.83,51.11,195.86,9.61,0.59,24.145308,100.07,0.89,39.9,11,6.01,1,4,False,True,False,False,False,True,Severe,FARM0334
15.18,7.21,22.39,54.23,143.21,6.11,0.88,18.991198,81.45,0.71,43.58,113,8.94,0,0,False,False,True,False,True,False,Severe,FARM0335
39.24,6.7,17.87,89.42,125.81,7.15,0.4,10.857812000000001,86.91,0.2,20.65,52,46.99,2,4,False,True,False,False,False,True,Severe,FARM0336
16.97,7.16,20.79,81.14,172.65,5.81,0.8,17.261937,99.84,0.66,56.76,19,30.17,2,1,False,True,False,True,False,False,Severe,FARM0337
24.6,6.48,28.76,45.97,111.19,5.66,0.72,21.685040000000004,73.32,0.02,29.72,33,38.55,1,2,True,False,False,False,True,False,Severe,FARM0338
35.65,5.54,20.19,47.31,195.41,6.77,0.68,12.992265,92.69,0.96,39.18,45,12.35,3,0,False,False,True,True,False,False,Severe,FARM0339
36.83,5.87,16.89,67.19,238.16,9.23,0.61,10.669412999999999,110.99,0.63,43.1,45,35.84,2,1,False,True,False,True,False,False,Moderate,FARM0340
21.91,7.32,17.05,51.06,88.64,5.13,0.52,13.314345000000001,59.8,0.82,17.78,4,25.72,0,4,True,False,False,True,False,False,Severe,FARM0341
36.73,6.18,29.2,80.73,57.19,5.33,0.35,18.47484,71.35,0.32,60.45,54,15.2,3,1,False,False,True,False,True,False,Severe,FARM0342
16.87,5.57,28.2,63.45,198.29,9.45,0.41,23.442659999999997,106.02,0.93,53.43,77,18.57,4,4,True,False,False,False,False,True,Moderate,FARM0343
15.09,6.99,20.55,57.61,194.94,9.13,0.4,17.449005,96.94,0.49,39.79,55,30.66,4,2,False,False,True,False,True,False,Severe,FARM0344
42.22,7.2,24.49,49.26,224.53,8.04,0.37,14.150322,105.43,0.7,39.39,52,42.56,2,2,True,False,False,False,False,True,Severe,FARM0345
27.35,6.22,20.77,44.11,230.53,6.96,0.89,15.089405000000001,102.38,0.28,44.4,113,25.56,2,1,False,False,True,True,False,False,Severe,FARM0346
41.32,7.1,33.78,40.64,141.86,8.04,0.36,19.822104000000003,84.15,0.6,26.07,50,24.71,4,3,True,False,False,True,False,False,Mild,FARM0347
44.13,6.18,26.9,46.14,297.67,9.03,0.59,15.029029999999999,127.93,0.32,46.96,102,39.42,1,2,False,False,True,True,False,False,Severe,FARM0348
